epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,1858.26,1.04132,0.62423,1.11811,0.90733,0.87071,0.92915,0.64949,1.16558,0.6434,1.24638,0.0010248,0.0010248,0.0010248
22,1946.1,1.03178,0.6064,1.10942,0.85791,0.87326,0.9188,0.64635,1.16101,0.68308,1.2313,0.00100459,0.00100459,0.00100459
23,2034.02,1.0121,0.59794,1.09661,0.89405,0.87364,0.92754,0.655,1.14425,0.65034,1.23988,0.000984377,0.000984377,0.000984377
24,2122.16,1.01001,0.58231,1.10066,0.90206,0.87273,0.92631,0.65953,1.1489,0.6307,1.23573,0.000964167,0.000964167,0.000964167
25,2210.77,0.99883,0.57033,1.09148,0.89462,0.89175,0.93044,0.65955,1.13185,0.59337,1.2293,0.000943957,0.000943957,0.000943957
26,2298.89,0.98061,0.56244,1.07574,0.90791,0.86522,0.92806,0.65909,1.1693,0.62575,1.25473,0.000923746,0.000923746,0.000923746
27,2384.55,0.97501,0.54655,1.06855,0.88934,0.87376,0.91084,0.64757,1.16788,0.66764,1.24804,0.000903536,0.000903536,0.000903536
28,2472.66,0.96302,0.5391,1.06874,0.92087,0.86968,0.93074,0.66032,1.16739,0.59893,1.247,0.000883326,0.000883326,0.000883326
29,2560.51,0.96211,0.53733,1.06315,0.92101,0.86108,0.92235,0.65528,1.15733,0.63011,1.2563,0.000863116,0.000863116,0.000863116
30,2646.41,0.9469,0.52039,1.06576,0.90048,0.90603,0.93775,0.66316,1.16693,0.59342,1.2442,0.000842906,0.000842906,0.000842906
31,2732.4,0.93867,0.51557,1.05363,0.89147,0.90302,0.93664,0.66161,1.17149,0.60427,1.24183,0.000822696,0.000822696,0.000822696
32,2817.54,0.93194,0.50544,1.05008,0.93592,0.86318,0.92914,0.65834,1.16634,0.61783,1.25405,0.000802486,0.000802486,0.000802486
33,2905.23,0.91978,0.49435,1.04786,0.92004,0.87588,0.92642,0.66616,1.16435,0.62243,1.25974,0.000782275,0.000782275,0.000782275
34,2993.56,0.90123,0.48891,1.03738,0.91675,0.87112,0.92732,0.6599,1.1627,0.58171,1.25905,0.000762065,0.000762065,0.000762065
35,3081.33,0.90313,0.48707,1.0395,0.88575,0.88894,0.92657,0.66238,1.15944,0.58791,1.26216,0.000741855,0.000741855,0.000741855
36,3169.38,0.87959,0.48621,1.02819,0.87708,0.87358,0.91951,0.65827,1.14347,0.62469,1.24988,0.000721645,0.000721645,0.000721645
37,3257.11,0.87306,0.46847,1.02415,0.89791,0.87452,0.93039,0.66556,1.14364,0.60326,1.24108,0.000701435,0.000701435,0.000701435
38,3343.28,0.86075,0.4606,1.01825,0.90696,0.86146,0.92176,0.66198,1.17689,0.63764,1.27388,0.000681225,0.000681225,0.000681225
39,3428.41,0.858,0.45303,1.01806,0.90067,0.89448,0.92389,0.65881,1.17166,0.61737,1.27415,0.000661015,0.000661015,0.000661015
40,3515.23,0.84473,0.44691,1.01449,0.89766,0.8966,0.93197,0.66404,1.1749,0.59797,1.29727,0.000640804,0.000640804,0.000640804
41,3602.55,0.83973,0.44052,1.01119,0.90499,0.8694,0.92403,0.66547,1.1632,0.60812,1.29233,0.000620594,0.000620594,0.000620594
42,3690.08,0.82887,0.43812,1.00688,0.893,0.89199,0.93113,0.67543,1.15701,0.58379,1.27986,0.000600384,0.000600384,0.000600384
43,3778.67,0.81726,0.42779,0.99846,0.93163,0.88356,0.93529,0.67237,1.15844,0.58029,1.28339,0.000580174,0.000580174,0.000580174
44,3865.12,0.80956,0.42437,0.99333,0.90108,0.89483,0.928,0.6766,1.14542,0.5885,1.27235,0.000559964,0.000559964,0.000559964
45,3953.16,0.79536,0.42233,0.98902,0.90557,0.89774,0.92992,0.67468,1.14351,0.61213,1.25558,0.000539754,0.000539754,0.000539754
46,4041.02,0.78961,0.40985,0.98422,0.90475,0.87676,0.93079,0.66951,1.18224,0.61766,1.29778,0.000519544,0.000519544,0.000519544
47,4129,0.7821,0.41239,0.98267,0.9027,0.90258,0.93125,0.67995,1.156,0.58528,1.27633,0.000499333,0.000499333,0.000499333
48,4217.04,0.77112,0.4054,0.97983,0.92004,0.88718,0.93754,0.67692,1.18552,0.60449,1.30633,0.000479123,0.000479123,0.000479123
49,4304.4,0.76348,0.39552,0.97824,0.90915,0.8759,0.93204,0.68326,1.16706,0.595,1.29307,0.000458913,0.000458913,0.000458913
50,4391.65,0.74825,0.39205,0.9752,0.90138,0.88032,0.9286,0.67249,1.16431,0.60519,1.29297,0.000438703,0.000438703,0.000438703
51,4479.48,0.74053,0.38935,0.968,0.89624,0.90251,0.93076,0.67118,1.15771,0.59515,1.2976,0.000418493,0.000418493,0.000418493
52,4567.03,0.73065,0.37713,0.96335,0.91151,0.89693,0.93252,0.67861,1.1465,0.58287,1.29401,0.000398283,0.000398283,0.000398283
53,4654.8,0.72678,0.3775,0.9636,0.90319,0.88453,0.93137,0.67905,1.16121,0.60727,1.30129,0.000378073,0.000378073,0.000378073
54,4742.41,0.71017,0.37598,0.9507,0.92999,0.87868,0.93074,0.67781,1.15686,0.58145,1.30375,0.000357862,0.000357862,0.000357862
55,4829.45,0.71012,0.37204,0.9559,0.90636,0.89235,0.92926,0.67823,1.13916,0.6046,1.28435,0.000337652,0.000337652,0.000337652
56,4916.83,0.70432,0.36702,0.95458,0.91847,0.88783,0.9321,0.66861,1.16778,0.60915,1.32437,0.000317442,0.000317442,0.000317442
57,5003.81,0.69504,0.36288,0.9504,0.91667,0.89671,0.92709,0.67352,1.167,0.59345,1.31105,0.000297232,0.000297232,0.000297232
58,5091.97,0.68714,0.36233,0.94428,0.90985,0.9113,0.93366,0.67668,1.16336,0.5831,1.31554,0.000277022,0.000277022,0.000277022
59,5179.96,0.67657,0.35596,0.94044,0.91034,0.89943,0.92803,0.67882,1.1522,0.5903,1.31204,0.000256812,0.000256812,0.000256812
60,5267.74,0.67017,0.34952,0.94108,0.92178,0.88658,0.92872,0.67751,1.16615,0.62423,1.32062,0.000236602,0.000236602,0.000236602
61,5401.82,0.58296,0.26513,0.89812,0.91676,0.88783,0.92536,0.67271,1.17849,0.59821,1.34589,0.000216391,0.000216391,0.000216391
62,5486.78,0.55982,0.25444,0.88872,0.89144,0.9023,0.92818,0.67721,1.17243,0.59255,1.33798,0.000196181,0.000196181,0.000196181
63,5573.77,0.53645,0.24817,0.87492,0.91815,0.88533,0.92843,0.6773,1.16197,0.59727,1.34631,0.000175971,0.000175971,0.000175971
64,5660.76,0.53426,0.24523,0.87795,0.90176,0.89428,0.92443,0.67432,1.18209,0.61324,1.3542,0.000155761,0.000155761,0.000155761
65,5748.43,0.52031,0.23932,0.87472,0.9104,0.88855,0.92357,0.67352,1.18193,0.60174,1.37032,0.000135551,0.000135551,0.000135551
66,5836.27,0.50957,0.23481,0.86742,0.91156,0.88784,0.92805,0.67537,1.17591,0.60752,1.36015,0.000115341,0.000115341,0.000115341
67,5923.87,0.50632,0.23374,0.86563,0.91243,0.87191,0.91902,0.67168,1.17977,0.60598,1.37038,9.51306e-05,9.51306e-05,9.51306e-05
68,6011.58,0.48908,0.22882,0.86141,0.88634,0.9133,0.92585,0.67214,1.19325,0.60326,1.39558,7.49204e-05,7.49204e-05,7.49204e-05
69,6099.25,0.48012,0.2236,0.85448,0.90051,0.88982,0.9163,0.67438,1.18762,0.60594,1.39563,5.47103e-05,5.47103e-05,5.47103e-05
70,6185.27,0.47732,0.22257,0.85127,0.9089,0.88792,0.92382,0.67324,1.18365,0.61093,1.39216,3.45001e-05,3.45001e-05,3.45001e-05
