epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
50,4355.53,0.82231,0.42507,0.99517,0.92642,0.90834,0.94582,0.68598,1.15754,0.54538,1.25519,0.005149,0.005149,0.005149
51,4443.29,0.81873,0.42192,0.98891,0.91879,0.8978,0.94106,0.6841,1.19641,0.56745,1.28483,0.00505,0.00505,0.00505
52,4531.04,0.81185,0.41339,0.98858,0.93403,0.8796,0.93869,0.67572,1.18684,0.58249,1.28303,0.004951,0.004951,0.004951
53,4618.26,0.79896,0.40894,0.98451,0.91894,0.8978,0.93442,0.67602,1.16591,0.58053,1.26656,0.004852,0.004852,0.004852
54,4706.09,0.79584,0.41597,0.98044,0.93368,0.87463,0.92455,0.67033,1.16456,0.5682,1.26353,0.004753,0.004753,0.004753
55,4793.84,0.77934,0.40007,0.97643,0.92051,0.88192,0.93722,0.68866,1.15833,0.54793,1.25016,0.004654,0.004654,0.004654
56,4881.41,0.77624,0.40193,0.97238,0.94901,0.85571,0.93843,0.687,1.15904,0.55599,1.25261,0.004555,0.004555,0.004555
57,4969.14,0.77149,0.40056,0.96926,0.92966,0.87403,0.92989,0.68886,1.15225,0.56925,1.25929,0.004456,0.004456,0.004456
58,5056.53,0.75797,0.39321,0.96485,0.91752,0.88577,0.94346,0.68696,1.17857,0.52474,1.28704,0.004357,0.004357,0.004357
59,5144,0.75644,0.3884,0.96528,0.91178,0.88778,0.93388,0.67045,1.18499,0.55245,1.29608,0.004258,0.004258,0.004258
60,5231.95,0.74443,0.3872,0.96293,0.942,0.87883,0.94142,0.68794,1.16591,0.55362,1.2717,0.004159,0.004159,0.004159
61,5319.22,0.73942,0.38069,0.95827,0.94513,0.86303,0.93563,0.67839,1.17876,0.56245,1.28246,0.00406,0.00406,0.00406
62,5406.87,0.73816,0.38204,0.95985,0.94426,0.86974,0.94294,0.6867,1.16146,0.56924,1.27425,0.003961,0.003961,0.003961
63,5494.84,0.7204,0.3709,0.95241,0.89104,0.90134,0.93977,0.68567,1.16317,0.53561,1.2793,0.003862,0.003862,0.003862
64,5582.21,0.71031,0.37079,0.94493,0.92399,0.87695,0.93474,0.68225,1.18132,0.54101,1.28029,0.003763,0.003763,0.003763
65,5669.82,0.70925,0.36832,0.95261,0.93803,0.87968,0.93929,0.6866,1.16226,0.53471,1.28083,0.003664,0.003664,0.003664
66,5757.58,0.70763,0.36724,0.94847,0.9067,0.89586,0.94156,0.69638,1.14879,0.55146,1.28703,0.003565,0.003565,0.003565
67,5845.16,0.70088,0.36275,0.94477,0.92271,0.88377,0.93799,0.68437,1.15762,0.5304,1.28024,0.003466,0.003466,0.003466
68,5932.18,0.69008,0.35831,0.94233,0.92109,0.88895,0.93514,0.685,1.15326,0.55677,1.26761,0.003367,0.003367,0.003367
69,6018.69,0.68677,0.35578,0.94004,0.91122,0.90504,0.9418,0.68802,1.16027,0.54785,1.28495,0.003268,0.003268,0.003268
70,6103.86,0.67036,0.35139,0.93169,0.93468,0.889,0.94797,0.68482,1.1732,0.54427,1.30272,0.003169,0.003169,0.003169
71,6189.45,0.65623,0.34367,0.92449,0.93814,0.87375,0.93745,0.68205,1.16219,0.54335,1.29331,0.00307,0.00307,0.00307
72,6275.02,0.66101,0.34415,0.93297,0.92413,0.87869,0.93597,0.68841,1.16211,0.53037,1.30025,0.002971,0.002971,0.002971
73,6361.38,0.65048,0.3386,0.92773,0.91056,0.89773,0.93838,0.69109,1.14942,0.53101,1.27956,0.002872,0.002872,0.002872
74,6448.64,0.64781,0.34013,0.92334,0.93696,0.89352,0.94584,0.69283,1.1557,0.51157,1.2876,0.002773,0.002773,0.002773
75,6535.97,0.64923,0.33974,0.92593,0.91252,0.91383,0.94436,0.69012,1.17476,0.53632,1.31893,0.002674,0.002674,0.002674
76,6623.61,0.63603,0.32994,0.92349,0.91184,0.8998,0.93828,0.68543,1.16509,0.53105,1.31215,0.002575,0.002575,0.002575
77,6711.26,0.63043,0.32987,0.92054,0.92157,0.89482,0.93919,0.6849,1.15963,0.53652,1.31048,0.002476,0.002476,0.002476
78,6798.3,0.62549,0.32929,0.91815,0.9005,0.90581,0.94208,0.69049,1.1592,0.54142,1.323,0.002377,0.002377,0.002377
79,6885.71,0.61269,0.32439,0.91234,0.92684,0.89379,0.94293,0.69257,1.17172,0.5307,1.33248,0.002278,0.002278,0.002278
80,6970.78,0.6101,0.3239,0.91302,0.9379,0.87779,0.93895,0.68986,1.16266,0.53598,1.31261,0.002179,0.002179,0.002179
81,7058.4,0.60063,0.32157,0.90975,0.92951,0.88577,0.93879,0.68882,1.17006,0.5311,1.32119,0.00208,0.00208,0.00208
82,7145.97,0.59562,0.31574,0.90657,0.90983,0.8998,0.94254,0.68698,1.17766,0.5481,1.33474,0.001981,0.001981,0.001981
83,7234.97,0.58581,0.31006,0.90753,0.92214,0.89379,0.9422,0.6897,1.17977,0.5466,1.33813,0.001882,0.001882,0.001882
84,7324.25,0.58329,0.30719,0.90348,0.92096,0.8978,0.94255,0.69522,1.16913,0.55435,1.31856,0.001783,0.001783,0.001783
85,7413.69,0.57789,0.30672,0.90068,0.93297,0.89253,0.94068,0.69233,1.17235,0.54574,1.32202,0.001684,0.001684,0.001684
86,7503.41,0.5777,0.30315,0.90031,0.93848,0.88661,0.9405,0.68964,1.18163,0.55619,1.33664,0.001585,0.001585,0.001585
87,7593.07,0.56526,0.29769,0.89629,0.92563,0.89798,0.94027,0.69461,1.17902,0.54276,1.33651,0.001486,0.001486,0.001486
88,7679.9,0.56561,0.30198,0.8981,0.91766,0.89379,0.93342,0.697,1.17471,0.54423,1.33361,0.001387,0.001387,0.001387
89,7766.88,0.56053,0.29836,0.8958,0.92989,0.90375,0.93966,0.6939,1.16336,0.54467,1.31869,0.001288,0.001288,0.001288
90,7853.29,0.547,0.29224,0.89298,0.93653,0.89379,0.93871,0.69229,1.17254,0.54524,1.32546,0.001189,0.001189,0.001189
91,7964.16,0.46148,0.22352,0.83587,0.92758,0.88778,0.93707,0.68945,1.18101,0.54707,1.33521,0.00109,0.00109,0.00109
92,8055.9,0.42451,0.20739,0.82553,0.92491,0.88866,0.93653,0.69372,1.17542,0.54284,1.33229,0.000991,0.000991,0.000991
93,8143.59,0.41628,0.20504,0.81783,0.92717,0.89292,0.94032,0.69123,1.18195,0.54789,1.33958,0.000892,0.000892,0.000892
94,8233.05,0.40646,0.20159,0.81781,0.92519,0.89223,0.941,0.69305,1.18046,0.56024,1.34094,0.000793,0.000793,0.000793
95,8321.18,0.3979,0.1974,0.81488,0.9334,0.88176,0.94242,0.69538,1.17578,0.54937,1.34411,0.000694,0.000694,0.000694
96,8408.96,0.39179,0.19478,0.8125,0.92378,0.88778,0.93972,0.69566,1.17749,0.56036,1.34845,0.000595,0.000595,0.000595
97,8495.44,0.38571,0.19258,0.81118,0.93019,0.88176,0.93807,0.69355,1.17839,0.55323,1.354,0.000496,0.000496,0.000496
98,8581.76,0.37519,0.1881,0.80917,0.93061,0.88695,0.94086,0.69596,1.17746,0.55059,1.35807,0.000397,0.000397,0.000397
99,8668.96,0.36713,0.18451,0.80806,0.91986,0.8978,0.94174,0.69759,1.18009,0.55091,1.35849,0.000298,0.000298,0.000298
100,8756.12,0.367,0.18518,0.80379,0.92171,0.89652,0.94274,0.69664,1.18066,0.54905,1.36084,0.000199,0.000199,0.000199
